FID,Category,Name,District,Province,Latitude,Longitude
15501,BASIC HEALTH UNIT,BHU MOHRA MIAN,MIRPUR,AZAD KASHMIR,33.170853942400001,73.761460816200000
15502,BASIC HEALTH UNIT,BHU PALAK,MIRPUR,AZAD KASHMIR,33.327895767699999,73.767637331800003
15503,RURAL HEALTH CENTER,RHC PNIDI SABAWAL,MIRPUR,AZAD KASHMIR,33.069471894599999,73.768989750299994
15504,BASIC HEALTH UNIT,BHU EASSAR,MIRPUR,AZAD KASHMIR,33.282086409000001,73.780222187099994
15505,RURAL HEALTH CENTER,RHC CHAKSWARI,MIRPUR,AZAD KASHMIR,33.246578182599997,73.783870938099994
15506,DISPENSARY,FIRST AID POST TANG DEW,MIRPUR,AZAD KASHMIR,33.240635491299997,73.787015933600003
15507,BASIC HEALTH UNIT,BHU BOHA,MIRPUR,AZAD KASHMIR,33.222266500800004,73.788602616099993
15508,BASIC HEALTH UNIT,BHU BIDDER BAINS,MIRPUR,AZAD KASHMIR,33.033585906200003,73.794434001900001
15509,BASIC HEALTH UNIT,BHU SAMWAL SHARIF,MIRPUR,AZAD KASHMIR,33.080981717000000,73.798404008800006
15510,DISPENSARY,FIRST AID POST DALLHA BAJAR,MIRPUR,AZAD KASHMIR,33.194977841099998,73.811345401899999
15511,DISPENSARY,FIRST AID POST MAWA,MIRPUR,AZAD KASHMIR,33.224861685100002,73.831017213400003
15512,RURAL HEALTH CENTER,RHC ISLAM GARH,MIRPUR,AZAD KASHMIR,33.187749985099998,73.835604490300000
15513,BASIC HEALTH UNIT,BHU KANAILI,MIRPUR,AZAD KASHMIR,33.232810505200000,73.835861684700006
15514,DISPENSARY,DISPENSARY KHALIQABAD,MIRPUR,AZAD KASHMIR,33.107055431699997,73.846410774999995
15515,BASIC HEALTH UNIT,BHU JATLAN,MIRPUR,AZAD KASHMIR,33.035821394199999,73.850256337999994
15516,RURAL HEALTH CENTER,RHC PUNJERI,MIRPUR,AZAD KASHMIR,33.148078224700001,73.875037173899997
15517,DISPENSARY,DISPNESARY BANGRILA,MIRPUR,AZAD KASHMIR,33.165053069800003,73.873992590499995
15518,BASIC HEALTH UNIT,BHU BANGRILA,MIRPUR,AZAD KASHMIR,33.166812553699998,73.876515520699996
15519,DISPENSARY,DISPENSARY SAHAR,MIRPUR,AZAD KASHMIR,33.212387638700001,73.898854881800006
15520,BASIC HEALTH UNIT,BHU SAID PUR,MUZAFFARABAD,AZAD KASHMIR,34.494191966899997,73.485573446499998
15521,GENERAL PHYSICIAN,ZAHIDA CLINIC,MUZAFFARABAD,AZAD KASHMIR,34.376119137000003,73.458682141500006
15522,GENERAL PHYSICIAN,WASAY CLINIC,MUZAFFARABAD,AZAD KASHMIR,34.374326837399998,73.470948380600007
15523,GENERAL HOSPITALS,CMH MUZAFFARABAD,MUZAFFARABAD,AZAD KASHMIR,34.372920995299999,73.467242169399995
15524,GENERAL HOSPITALS,4-FIELD HOSPITAL,MUZAFFARABAD,AZAD KASHMIR,34.373727611299998,73.465857832099999
15525,GENERAL HOSPITALS,MUZAFFARABAD GENERAL HOSPITAL,MUZAFFARABAD,AZAD KASHMIR,34.372100011999997,73.464815017999996
15526,GENERAL HOSPITALS,RAZA HOSPITAL,MUZAFFARABAD,AZAD KASHMIR,34.369985736499999,73.465533176199997
15527,DISPENSARY,NALUCHI DISPENSARY,MUZAFFARABAD,AZAD KASHMIR,34.348833845700000,73.457582676200005
15528,GENERAL HOSPITALS,AIMS HOSPITAL,MUZAFFARABAD,AZAD KASHMIR,34.332365215700001,73.467854906400007
15529,GENERAL HOSPITALS,PIMA HOSPITAL,MUZAFFARABAD,AZAD KASHMIR,34.333644903000000,73.505662261500007
15530,GENERAL PHYSICIAN,RIZWAN CLINIC,MUZAFFARABAD,AZAD KASHMIR,34.323047435900001,73.504984569900003
15531,GENERAL PHYSICIAN,TASNEEM CLINIC,MUZAFFARABAD,AZAD KASHMIR,34.240308757000001,73.602821877300002
15532,GENERAL HOSPITALS,HOSPITAL GARHI DUPATTA,MUZAFFARABAD,AZAD KASHMIR,34.227832404399997,73.612359685499996
15533,RURAL HEALTH CENTER,RHC DANNA,MUZAFFARABAD,AZAD KASHMIR,34.136088833700001,73.547107585099994
15534,GENERAL HOSPITALS,AHS FOUNDATION BASIC HEALTH CENTRE,MUZAFFARABAD,AZAD KASHMIR,34.127892354099998,73.661790130000000
15535,GENERAL HOSPITALS,FAMILY HEALTH CENTER,MUZAFFARABAD,AZAD KASHMIR,34.372290140600001,73.467892393300005
15536,BASIC HEALTH UNIT,BHU MUZAFFARABAD,MUZAFFARABAD,AZAD KASHMIR,34.368064170899999,73.471973740699994
15537,GENERAL PHYSICIAN,NAEEMA CLINIC,MUZAFFARABAD,AZAD KASHMIR,34.449579253200000,73.516023259700006
15538,GENERAL PHYSICIAN,PARVEEN CLINIC,MUZAFFARABAD,AZAD KASHMIR,34.449954350500001,73.545593655199994
15539,GENERAL PHYSICIAN,NAILA CLINIC,MUZAFFARABAD,AZAD KASHMIR,34.396451227000000,73.474108174700007
15540,GENERAL PHYSICIAN,AMBER CLINIC,MUZAFFARABAD,AZAD KASHMIR,34.388611191599999,73.465950333699993
15541,GENERAL PHYSICIAN,RIFFAT CLINIC,MUZAFFARABAD,AZAD KASHMIR,34.385040935200003,73.465390147199997
15542,GENERAL PHYSICIAN,HAFSA CLINIC,MUZAFFARABAD,AZAD KASHMIR,34.381447318200003,73.477604573799994
15543,GENERAL PHYSICIAN,MARLIN CLINIC,MUZAFFARABAD,AZAD KASHMIR,34.377508922899999,73.473226204499994
15544,GENERAL PHYSICIAN,PARVEEN CLINIC,MUZAFFARABAD,AZAD KASHMIR,34.374389049400001,73.479619433899998
15545,GENERAL PHYSICIAN,SHAZIA CLINIC,MUZAFFARABAD,AZAD KASHMIR,34.370855234700002,73.475363973399993
15546,GENERAL PHYSICIAN,SHAHNAZ CLINIC,MUZAFFARABAD,AZAD KASHMIR,34.367831725400002,73.476699589700004
15547,GENERAL PHYSICIAN,PERVEEN CLINIC,MUZAFFARABAD,AZAD KASHMIR,34.369747234800002,73.468306480300001
15548,GENERAL PHYSICIAN,JANILA CLINIC,MUZAFFARABAD,AZAD KASHMIR,34.362274285300003,73.474871678699998
15549,GENERAL PHYSICIAN,YASMEEN CLINIC,MUZAFFARABAD,AZAD KASHMIR,34.353028374200001,73.473928463600004
15550,GENERAL PHYSICIAN,UZMA CLINIC,MUZAFFARABAD,AZAD KASHMIR,34.341121334400000,73.456051416299999
15551,GENERAL PHYSICIAN,HASNAT CLINIC,MUZAFFARABAD,AZAD KASHMIR,34.331892893599999,73.472501512700006
15552,GENERAL PHYSICIAN,KIRAN CLINIC,MUZAFFARABAD,AZAD KASHMIR,34.226248558000002,73.619442987300005
15553,GENERAL PHYSICIAN,SUB HEALTH CLINIC,MUZAFFARABAD,AZAD KASHMIR,34.374024081500004,73.472912016799995
15554,GENERAL PHYSICIAN,YASMEEN CLINIC,MUZAFFARABAD,AZAD KASHMIR,34.360383377600002,73.454934890000004
15555,GENERAL PHYSICIAN,AIYA CLINIC,MUZAFFARABAD,AZAD KASHMIR,34.358648458799998,73.460801711599998
15556,MEDICAL STORES,STANDARD MEDICAL STORE,MUZAFFARABAD,AZAD KASHMIR,34.385175623300000,73.464242342399999
15557,BASIC HEALTH UNIT,BHU UPPER CHATTER,MUZAFFARABAD,AZAD KASHMIR,34.345270882000001,73.468989929299994
15558,GENERAL PHYSICIAN,KHIZRA CLINIC,MUZAFFARABAD,AZAD KASHMIR,34.372376145799997,73.468047166600002
15559,DISPENSARY,FIRST AID POST KATKAIR,MUZAFFARABAD,AZAD KASHMIR,34.066193586200001,73.645187034700001
15560,BASIC HEALTH UNIT,BHU RAHEEM KOT,MUZAFFARABAD,AZAD KASHMIR,34.101100979100003,73.660381758699998
15561,DISPENSARY,DISPENSARY KOTE TERRALA,MUZAFFARABAD,AZAD KASHMIR,34.090746601799999,73.600721721699998
15562,BASIC HEALTH UNIT,BHU KOHALA,MUZAFFARABAD,AZAD KASHMIR,34.131490018400001,73.499707447999995
15563,BASIC HEALTH UNIT,BHU DAHNI,MUZAFFARABAD,AZAD KASHMIR,34.143105515000002,73.527499554100004
15564,DISPENSARY,DISPENSARY CHARIK PURA,MUZAFFARABAD,AZAD KASHMIR,34.124759181300000,73.637005529600003
15565,DISPENSARY,FIRST AID POST KASSIAN RIAT HLLAL,MUZAFFARABAD,AZAD KASHMIR,34.127464189800001,73.641258481199998
15566,BASIC HEALTH UNIT,BHU TEMBI BAHANNA,MUZAFFARABAD,AZAD KASHMIR,34.170159172900000,73.601759745099997
15567,DISPENSARY,FIRST AID POST KHARIAN,MUZAFFARABAD,AZAD KASHMIR,34.189670943599999,73.542749319600006
15568,DISPENSARY,DISPENSARY NOOR PUR NAKRAN,MUZAFFARABAD,AZAD KASHMIR,34.205565609300002,73.550299521800000
15569,BASIC HEALTH UNIT,BHU CHATTAR KALAS,MUZAFFARABAD,AZAD KASHMIR,34.203602335500001,73.501927231300002
15570,BASIC HEALTH UNIT,BHU KOOMI KOT,MUZAFFARABAD,AZAD KASHMIR,34.205897604299999,73.589813183000004
15571,BASIC HEALTH UNIT,BHU NARRAIN SHARIF,MUZAFFARABAD,AZAD KASHMIR,34.232401932099997,73.560857571000000
15572,BASIC HEALTH UNIT,BHU PHAGWAN DUPATTA,MUZAFFARABAD,AZAD KASHMIR,34.217506169300002,73.636455320400003
15573,MCH CENTRE,MATERNAL & CHILD HEALTH CENTRE HATTIAN DUPATTA,MUZAFFARABAD,AZAD KASHMIR,34.230978722400003,73.619746265200007
15574,DISPENSARY,DISPENSARY (PINJRA) RAJPHIAN,MUZAFFARABAD,AZAD KASHMIR,34.516582325300000,73.483115497300005
15575,BASIC HEALTH UNIT,BHU BEHRHI,MUZAFFARABAD,AZAD KASHMIR,34.525284956500002,73.572934327599995
15576,DISPENSARY,DISPENSARY MUCHYARA,MUZAFFARABAD,AZAD KASHMIR,34.512879956500001,73.620758642100000
15577,BASIC HEALTH UNIT,BHU PATIKA,MUZAFFARABAD,AZAD KASHMIR,34.462312905399997,73.439601185100003
15578,BASIC HEALTH UNIT,BHU BATTLE,MUZAFFARABAD,AZAD KASHMIR,34.467751357200001,73.495177833000000
15579,DISPENSARY,FIRST AID POST HEER KOTLI,MUZAFFARABAD,AZAD KASHMIR,34.432465894800004,73.468037980299997
15580,DISPENSARY,FIRST AID POST NAKA SHAKAR PATTIAN,MUZAFFARABAD,AZAD KASHMIR,34.413589033500003,73.506165610899998
15581,BASIC HEALTH UNIT,BHU LAMNIAN PATIAN,MUZAFFARABAD,AZAD KASHMIR,34.393821515900001,73.436357196200007
15582,BASIC HEALTH UNIT,BHU BRARKOT,MUZAFFARABAD,AZAD KASHMIR,34.370748730899997,73.414663864100007
15583,DISPENSARY,FIRST AID POST DARRA BUTTANGI,MUZAFFARABAD,AZAD KASHMIR,34.360983620600003,73.420391390899994
15584,DISPENSARY,FIRST AID POST CHARHOTTA,MUZAFFARABAD,AZAD KASHMIR,34.358825858099998,73.442047408899995
15585,LEPROSY CENTRE,"LEPROSY CENTRE
 MZD",MUZAFFARABAD,AZAD KASHMIR,34.364940218199997,73.467938567000004
15586,DISPENSARY,DISPENSARY POLICE LINE (M.Z.D),MUZAFFARABAD,AZAD KASHMIR,34.358930413400003,73.468527888200001
15587,BASIC HEALTH UNIT,BHU CHATER DOMIL,MUZAFFARABAD,AZAD KASHMIR,34.353654792500002,73.472124026900005
15588,BASIC HEALTH UNIT,BHU MUZAFFARABAD H/Q,MUZAFFARABAD,AZAD KASHMIR,34.357009830300001,73.476118915000001
15589,BASIC HEALTH UNIT,BHU SECTERIATE NO 2,MUZAFFARABAD,AZAD KASHMIR,34.359265570200002,73.480985965599999
15590,BASIC HEALTH UNIT,BHU SECRITARIATE NO 1,MUZAFFARABAD,AZAD KASHMIR,34.359381080299997,73.475479025400006
15591,DISPENSARY,DISPENSARY JAIL MZD,MUZAFFARABAD,AZAD KASHMIR,34.361429086999998,73.474679817899997
15592,DISPENSARY,DISPENSARY SCRETARIAT NO2 ASSEMBLY,MUZAFFARABAD,AZAD KASHMIR,34.345467304400003,73.465093518900005
15593,BASIC HEALTH UNIT,BHU UPPER CHATTER DOMALE 2,MUZAFFARABAD,AZAD KASHMIR,34.343915046200003,73.460014821300007
15594,DISPENSARY,DISPENSARY SARAR_H_ABAD,MUZAFFARABAD,AZAD KASHMIR,34.324664214700000,73.453300221700005
15595,DISPENSARY,FIRST AID POST KUPA BAT,MUZAFFARABAD,AZAD KASHMIR,34.321167858499997,73.489317474800004
15596,RURAL HEALTH CENTER,RHC DANNA,MUZAFFARABAD,AZAD KASHMIR,34.304564386099997,73.505492096799998
15597,BASIC HEALTH UNIT,BHU LANGAR PURA,MUZAFFARABAD,AZAD KASHMIR,34.321372987300002,73.539753985100006
15598,BASIC HEALTH UNIT,BHU BUTDARRA,MUZAFFARABAD,AZAD KASHMIR,34.490219067600002,73.578307496799994
15599,BASIC HEALTH UNIT,BHU PUNJGRAN,MUZAFFARABAD,AZAD KASHMIR,34.486135898199997,73.616698525800004
15600,BASIC HEALTH UNIT,BHU SARLI SUCHA,MUZAFFARABAD,AZAD KASHMIR,34.483994252199999,73.649440743599996
15601,DISPENSARY,FIRST AID POST KARSHAN RAHMANABAD,MUZAFFARABAD,AZAD KASHMIR,34.459198804800003,73.598895580999994
15602,DISPENSARY,FIRST AID POST JING,MUZAFFARABAD,AZAD KASHMIR,34.451792663900001,73.650443437600003
15603,DISPENSARY,FIRST AID POST KAILGIRAN,MUZAFFARABAD,AZAD KASHMIR,34.429374771799999,73.710799205399994
15604,BASIC HEALTH UNIT,BHU SERIDARA,MUZAFFARABAD,AZAD KASHMIR,34.396921134700001,73.517129168200000
15605,DISPENSARY,FIRST AID POST CHAMBA PANGRAN,MUZAFFARABAD,AZAD KASHMIR,34.415068508899999,73.630085979599997
15606,DISPENSARY,FIRST AID POST DOLARI HOTRERI,MUZAFFARABAD,AZAD KASHMIR,34.367116290799999,73.568900842399998
15607,DISPENSARY,DISPENSARY HOTRARY,MUZAFFARABAD,AZAD KASHMIR,34.363948629299998,73.575475447399995
15608,DISPENSARY,FIRST AID POST BUTNARA,MUZAFFARABAD,AZAD KASHMIR,34.372221867599997,73.668950972000005
15609,RURAL HEALTH CENTER,RHC KAHORI,MUZAFFARABAD,AZAD KASHMIR,34.367675364800000,73.694175260999998
15610,BASIC HEALTH UNIT,BHU PUNJ KOTE,MUZAFFARABAD,AZAD KASHMIR,34.348009452500001,73.722863570399994
15611,DISPENSARY,FIRST AID POST COLLAR KHAIT,MUZAFFARABAD,AZAD KASHMIR,34.325308964000001,73.591922081000007
15612,DISPENSARY,DISPENSARY GHIL JABRA,MUZAFFARABAD,AZAD KASHMIR,34.324275709900000,73.594794400100000
15613,DISPENSARY,DISPENSARY DULLAI,MUZAFFARABAD,AZAD KASHMIR,34.250199478500001,73.477909779200004
15614,DISPENSARY,DISPENSARY SANWAN,MUZAFFARABAD,AZAD KASHMIR,34.257389314100003,73.492043084299993
15615,BASIC HEALTH UNIT,BHU NOWKOT,MUZAFFARABAD,AZAD KASHMIR,34.256463665900000,73.504283763800004
15616,DISPENSARY,FIRST AID POST KATHALI,MUZAFFARABAD,AZAD KASHMIR,34.278262394899997,73.509871743000005
15617,BASIC HEALTH UNIT,BHU ANWAR SHARIF,MUZAFFARABAD,AZAD KASHMIR,34.286476223900003,73.526725161499996
15618,DISPENSARY,DISPENSARY KHUN BANDI,MUZAFFARABAD,AZAD KASHMIR,34.288842773600003,73.567980826099998
15619,BASIC HEALTH UNIT,BHU AWAN PATTI,MUZAFFARABAD,AZAD KASHMIR,34.255764646000003,73.644603962999994
15620,DISPENSARY,FIRST AID POST MOHRI AWANPATTY,MUZAFFARABAD,AZAD KASHMIR,34.261067594700002,73.662290039200002
15621,DISPENSARY,DISPENSARY HURAYALA,MUZAFFARABAD,AZAD KASHMIR,34.243639134500000,73.695336601700006
15622,BASIC HEALTH UNIT,BHU DACHORE MIRIAN,MUZAFFARABAD,AZAD KASHMIR,34.232723282099997,73.697321642299997
15623,GENERAL HOSPITALS,CITY HOSPITAL MUZAFFARABAD,MUZAFFARABAD,AZAD KASHMIR,34.378884652899998,73.463534672799994
15624,TEHSIL HEADQUARTER HOSPITAL,THQ HOSPITAL KEL,NEELUM,AZAD KASHMIR,34.825218555399999,74.355642015800001
15625,DISTRICT HEADQUARTER HOSPITAL,DHQ NEELUM,NEELUM,AZAD KASHMIR,34.587527000000001,73.913301000000004
15626,BASIC HEALTH UNIT,BHU HILMAT,NEELUM,AZAD KASHMIR,34.751994000000003,74.667395999999997
15627,BASIC HEALTH UNIT,BHU CHLHANA,NEELUM,AZAD KASHMIR,34.406699068999998,73.768477733099999
15628,DISPENSARY,FIRST AID POST KATHA CHOGALI,NEELUM,AZAD KASHMIR,34.430528086700001,73.772027432399994
15629,DISPENSARY,FIRST AID POST JABAR BARRIAN,NEELUM,AZAD KASHMIR,34.445916443500003,73.797561917099998
15630,BASIC HEALTH UNIT,BHU LAISWAH,NEELUM,AZAD KASHMIR,34.462101398300000,73.793917351399998
15631,BASIC HEALTH UNIT,BHU ASHKOT,NEELUM,AZAD KASHMIR,34.475818050699999,73.829906420000000
15632,BASIC HEALTH UNIT,BHU KUNDAL SHAHI,NEELUM,AZAD KASHMIR,34.554428723500003,73.847336055200003
15633,BASIC HEALTH UNIT,BHU MIR PURA,NEELUM,AZAD KASHMIR,34.443886081499997,73.816312938400003
15634,BASIC HEALTH UNIT,BHU KUTTON,NEELUM,AZAD KASHMIR,34.562876741799997,73.799535889599994
15635,DISPENSARY,FIRST AID POST KAIN SHARIF,NEELUM,AZAD KASHMIR,34.576355862699998,73.822778489800001
15636,BASIC HEALTH UNIT,BHU JAGRAN,NEELUM,AZAD KASHMIR,34.624716840900000,73.767620908200001
15637,DISPENSARY,FIRST AID POST NAGDER,NEELUM,AZAD KASHMIR,34.672051955299999,73.940634269900002
15638,DISPENSARY,FIRST AID POST LAWAT BALLA,NEELUM,AZAD KASHMIR,34.706499797200003,73.961785303200003
15639,BASIC HEALTH UNIT,BHU LAWAT BOOR,NEELUM,AZAD KASHMIR,34.708063052699998,73.961882358500006
15640,DISPENSARY,FIRST AID POST BIARI DUWARIAN,NEELUM,AZAD KASHMIR,34.727771470900002,74.007821042800003
15641,DISPENSARY,DISPENSARY DAWARIAN,NEELUM,AZAD KASHMIR,34.736225693599998,73.991562829100005
15642,BASIC HEALTH UNIT,BHU CHANGAN,NEELUM,AZAD KASHMIR,34.718297107900000,74.062233649400000
15643,BASIC HEALTH UNIT,BHU DUDHNIAL,NEELUM,AZAD KASHMIR,34.702588098500001,74.106869815799996
15644,DISPENSARY,FIRST AID POST DOSUT,NEELUM,AZAD KASHMIR,34.757461513400003,74.136414952699994
15645,BASIC HEALTH UNIT,BHU SHARDA,NEELUM,AZAD KASHMIR,34.792336818499997,74.189548833200007
15646,DISPENSARY,DISPENSARY SURGUN,NEELUM,AZAD KASHMIR,34.856510987699998,74.197156727199996
15647,DISPENSARY,FIRST AID POST BUGNOWAN,NEELUM,AZAD KASHMIR,34.918117006400003,74.216113654400004
15648,RURAL HEALTH CENTER,RHC KEL,NEELUM,AZAD KASHMIR,34.831945576199999,74.364562185099999
15649,BASIC HEALTH UNIT,BHU JANAVAI,NEELUM,AZAD KASHMIR,34.794477094000001,74.532937067899994
15650,DISPENSARY,FIRST AID POST PHULLAWAI,NEELUM,AZAD KASHMIR,34.789406755199998,74.560207948599995
15651,BASIC HEALTH UNIT,BHU HULMAT,NEELUM,AZAD KASHMIR,34.751363242899998,74.656827269600001
15652,GENERAL HOSPITALS,HOSPITAL ABBASPUR,POONCH,AZAD KASHMIR,33.812576738200001,73.978822334499995
15653,GENERAL HOSPITALS,FATIMA GALI HOSPITAL,POONCH,AZAD KASHMIR,33.850154789699999,73.973285056300000
15654,DISPENSARY,FIRST AID POST TAROTI,POONCH,AZAD KASHMIR,33.788158040100001,74.008464936199999
15655,DISPENSARY,FIRST AID POST POLAS,POONCH,AZAD KASHMIR,33.789722937199997,74.018953222299999
15656,BASIC HEALTH UNIT,BHU CHAFFAR,POONCH,AZAD KASHMIR,33.814834860700003,74.013017572500004
15657,LEPROSY CENTRE,LEPROSY CENTRE ABBAS PUR,POONCH,AZAD KASHMIR,33.814660640200003,73.974172123800003
15658,DISPENSARY,DISPENSARY KAHALI DRAMMON,POONCH,AZAD KASHMIR,33.846551770900000,73.960728470199996
15659,GENERAL HOSPITALS,HOSPITAL TEHANWALA DHANA,POONCH,AZAD KASHMIR,33.820741240899999,74.021297611199998
15660,TEHSIL HEADQUARTER HOSPITAL,THQ HOSPITAL HAJIRA,POONCH,AZAD KASHMIR,33.771042999999999,73.895308999999997
15661,DISPENSARY,DISPENSARY UPPER GHMMBIR(TANDA),POONCH,AZAD KASHMIR,33.783738302200000,73.946627676099993
15662,DISPENSARY,DISPENSARY TATRINOTE,POONCH,AZAD KASHMIR,33.746953614900001,73.986183299100006
15663,GENERAL HOSPITALS,HOSPITAL TANDA GHAMIR,POONCH,AZAD KASHMIR,33.787966863400001,73.944866911399998
15664,DISPENSARY,FIRST AID POST TAHI,POONCH,AZAD KASHMIR,33.628529144500000,73.955835628800003
15665,DISPENSARY,FIRST AID POST DARA SHER KHAN,POONCH,AZAD KASHMIR,33.623249778500004,73.989578825899997
15666,BASIC HEALTH UNIT,BHU SEHRA,POONCH,AZAD KASHMIR,33.640510725100000,73.962320954999996
15667,BASIC HEALTH UNIT,BHU MANDHOLE,POONCH,AZAD KASHMIR,33.677697943200002,73.960297381600000
15668,BASIC HEALTH UNIT,BHU RAKKAR,POONCH,AZAD KASHMIR,33.706251792200000,73.920182969799995
15669,DISPENSARY,FIRST AID POST BATTAL,POONCH,AZAD KASHMIR,33.709826279500000,73.959252921399994
15670,DISPENSARY,FIRST AID POST SEHAR,POONCH,AZAD KASHMIR,33.732647786299999,73.956167334800000
15671,RURAL HEALTH CENTER,RHC HAJIRA,POONCH,AZAD KASHMIR,33.767434661499998,73.899612312200006
15672,DISPENSARY,FIRST AID POST NAMB BALA GHAMIR,POONCH,AZAD KASHMIR,33.804964222999999,73.939008914200002
15673,DISPENSARY,DISPENSARY 	DAVI GALI,POONCH,AZAD KASHMIR,33.773666572700002,73.855158226699999
15674,DISPENSARY,FIRST AID POST POTHI CHAPRIAN,POONCH,AZAD KASHMIR,33.817302700900001,73.875122297700003
15675,BASIC HEALTH UNIT,BHU JANDALI,POONCH,AZAD KASHMIR,33.789787875199998,73.818460715100002
15676,DISPENSARY,DISPENSARY SARARI,POONCH,AZAD KASHMIR,33.832422154299998,73.905482746600001
15677,DISPENSARY,FIRST AID POST KALRANA,POONCH,AZAD KASHMIR,33.830624222200001,73.935135544900007
15678,GENERAL HOSPITALS,HOSPITAL DAVI GALI,POONCH,AZAD KASHMIR,33.771949074200002,73.853416896200002
15679,MEDICAL STORES,MEDICAL STORE,POONCH,AZAD KASHMIR,33.642159327400002,73.962410038300007
15680,GENERAL PHYSICIAN,SHAMSHAD CLINIC,POONCH,AZAD KASHMIR,33.827750000000002,73.715877000000006
15681,DISPENSARY,DISPENSARY CHOTTA GALA,POONCH,AZAD KASHMIR,33.810333081000003,73.782420626800004
15682,GENERAL PHYSICIAN,NAZIA CLINIC,POONCH,AZAD KASHMIR,33.849116000000002,73.749028999999993
15683,GENERAL PHYSICIAN,SHAHNAZ CLINIC,POONCH,AZAD KASHMIR,33.850123000000004,73.749881999999999
15684,GENERAL PHYSICIAN,RABIA CLINIC,POONCH,AZAD KASHMIR,33.863970000000002,73.759466000000003
15685,GENERAL PHYSICIAN,SHABANA CLINIC,POONCH,AZAD KASHMIR,33.874014000000003,73.768799999999999
15686,GENERAL PHYSICIAN,ZAFRAT CLINIC,POONCH,AZAD KASHMIR,33.856845000000000,73.765697000000003
15687,GENERAL HOSPITALS,CMH,POONCH,AZAD KASHMIR,33.861891000000000,73.760429000000002
15688,GENERAL HOSPITALS,RAWALAKOT SHIFA HOSPITAL,POONCH,AZAD KASHMIR,33.858041000000000,73.756781000000004
15689,GENERAL PHYSICIAN,HUSSIN KOT MEDICAL CLINIC,POONCH,AZAD KASHMIR,33.807360000000003,73.765302000000005
15690,GENERAL HOSPITALS,ALISOJAL HOSPITAL,POONCH,AZAD KASHMIR,33.870154172800000,73.879002548100004
15691,GENERAL HOSPITALS,SPECIALIST HOSPITAL,POONCH,AZAD KASHMIR,33.858168279399997,73.755813080699994
15692,BASIC HEALTH UNIT,BHU BHALGRAN,POONCH,AZAD KASHMIR,33.849965756499998,73.607810665200006
15693,MATERNITY HOME,MUSLIM CHARITY GYNAE HOSPITAL,POONCH,AZAD KASHMIR,33.967481118000002,73.659728076999997
15694,GENERAL PHYSICIAN,DR. JAVED CLINIC,POONCH,AZAD KASHMIR,33.850668108900003,73.750048653899995
15695,GENERAL PHYSICIAN,KASHMIR POLYCLINIC,POONCH,AZAD KASHMIR,33.863057412600000,73.759176323399998
15696,GENERAL PHYSICIAN,ALI FIRDOS CLINIC,POONCH,AZAD KASHMIR,33.865056614300002,73.758696008000001
15697,GENERAL PHYSICIAN,SHIFA CLINIC,POONCH,AZAD KASHMIR,33.966613161200002,73.645910798900005
15698,GENERAL PHYSICIAN,AL-SHIFA KASHMIR CLINIC & MEDICOS,POONCH,AZAD KASHMIR,33.962246228399998,73.675224015100000
15699,GENERAL PHYSICIAN,FAHAD CLINIC,POONCH,AZAD KASHMIR,33.960547086600002,73.676056998299998
15700,GENERAL PHYSICIAN,CLINIC MANG BAJRI,POONCH,AZAD KASHMIR,33.945688055799998,73.682836432200006
15701,GENERAL PHYSICIAN,HASEEB CLINIC,POONCH,AZAD KASHMIR,33.850646404800003,73.750186002500001
15702,GENERAL PHYSICIAN,ASMA CLINIC,POONCH,AZAD KASHMIR,33.857105975899998,73.753194685699995
15703,GENERAL PHYSICIAN,JAMILA AKHTER CLINIC,POONCH,AZAD KASHMIR,33.859982210799998,73.758697590099999
15704,DISPENSARY,FIRST AID POST KAHU KOT,POONCH,AZAD KASHMIR,33.875097936000003,73.861386755699996
15705,BASIC HEALTH UNIT,BHU ALI SOJAL,POONCH,AZAD KASHMIR,33.880790472100003,73.897726880600004
15706,DISPENSARY,DISPENSARY KHURI CHANA,POONCH,AZAD KASHMIR,33.862543973900003,73.898819051600000
15707,BASIC HEALTH UNIT,BHU NAMNOTA,POONCH,AZAD KASHMIR,33.855946328599998,73.853798780500000
15708,BASIC HEALTH UNIT,BHU KHAI GALA,POONCH,AZAD KASHMIR,33.858301417100002,73.812087456100002
15709,BASIC HEALTH UNIT,BHU DHAMNI,POONCH,AZAD KASHMIR,33.860013390399999,73.788649985700005
15710,DISPENSARY,FIRST AID POST GAM BANJOUNSA,POONCH,AZAD KASHMIR,33.796897758599997,73.798077672700003
15711,BASIC HEALTH UNIT,BHU HUSSAIN KOT,POONCH,AZAD KASHMIR,33.814398866700003,73.776467076100005
15712,DISPENSARY,FIRST AID POST KOT KALLER,POONCH,AZAD KASHMIR,33.837157071199996,73.739164911000003
15713,MCH CENTRE,MATERNAL & CHILD HEALTH CENTRE RAWALKOTE,POONCH,AZAD KASHMIR,33.855554466500003,73.757409483800004
15714,LEPROSY CENTRE,LEPROSY CENTRE RAWALAKOT,POONCH,AZAD KASHMIR,33.856456743800003,73.761041855900004
15715,BASIC HEALTH UNIT,BHU POTHI MAKWALAINA,POONCH,AZAD KASHMIR,33.884474487500000,73.739139714999993
15716,DISPENSARY,FIRST AID POST TARNUTI,POONCH,AZAD KASHMIR,33.867816427100003,73.713119851599998
