FID,Category,Name,District,Province,Latitude,Longitude
763,RURAL HEALTH CENTER,RHC SIDALIAN KOT JAI,D I KHAN,KHYBER PAKHTUNKHWA,32.154157495600003,71.085236836999997
764,BASIC HEALTH UNIT,BHU MANGAL,D I KHAN,KHYBER PAKHTUNKHWA,32.167660420799997,71.050584171599994
765,BASIC HEALTH UNIT,BHU LAR AT HAFIZ ABAD,D I KHAN,KHYBER PAKHTUNKHWA,32.092146503599999,71.071436097399996
766,BASIC HEALTH UNIT,BHU BUDHNAI,D I KHAN,KHYBER PAKHTUNKHWA,32.077403357800002,71.019578072900003
767,BASIC HEALTH UNIT,BHU AWAN,D I KHAN,KHYBER PAKHTUNKHWA,32.023748048900003,70.967273139599996
768,MCH CENTRE,GOVT. MCH CENTER PANIALA,D I KHAN,KHYBER PAKHTUNKHWA,32.237436530200000,70.880748245400000
769,DISPENSARY,CIVIL DISPENSARY BAHADARI,D I KHAN,KHYBER PAKHTUNKHWA,32.202081007700002,70.788326470100003
770,BASIC HEALTH UNIT,BHU GILOTI,D I KHAN,KHYBER PAKHTUNKHWA,32.164718677000003,70.750074086500007
771,BASIC HEALTH UNIT,BHU BUDH,D I KHAN,KHYBER PAKHTUNKHWA,32.028794939500003,70.675898926499997
772,DISPENSARY,CIVIL DISPENSARY YARIK,D I KHAN,KHYBER PAKHTUNKHWA,32.104311535599997,70.787128066799994
773,MCH CENTRE,GOVT. MCH CENTER PAHARPUR,D I KHAN,KHYBER PAKHTUNKHWA,32.103814810000003,70.969476389999997
774,BASIC HEALTH UNIT,BHU GOMAL UNIVERSITY CAMPUS,D I KHAN,KHYBER PAKHTUNKHWA,31.909733960000001,70.817434710000001
775,BASIC HEALTH UNIT,BHU BAND KURAI,D I KHAN,KHYBER PAKHTUNKHWA,32.063176939999998,70.930940480000004
776,BASIC HEALTH UNIT,BHU WANDHA MADAT,D I KHAN,KHYBER PAKHTUNKHWA,32.120630480000003,70.902914359999997
777,BASIC HEALTH UNIT,BHU FATEH,D I KHAN,KHYBER PAKHTUNKHWA,31.748583790000001,70.804822959999996
778,RURAL HEALTH CENTER,RHC PAHARPUR,D I KHAN,KHYBER PAKHTUNKHWA,32.108018729999998,70.928838519999999
779,GENERAL PHYSICIAN,NAHEED CLINIC,D I KHAN,KHYBER PAKHTUNKHWA,31.578611343399999,70.767929714499999
780,GENERAL PHYSICIAN,GHULAM FATI MA CLINIC,D I KHAN,KHYBER PAKHTUNKHWA,31.350642478000001,70.690738532699996
781,SUB-HEALTH CENTER,SHC BUZDAR,D I KHAN,KHYBER PAKHTUNKHWA,31.339410870900000,70.422669264899994
782,DISPENSARY,CIVIL DISPENSARY DIN PUR,D I KHAN,KHYBER PAKHTUNKHWA,31.401255474700001,70.408831620699999
783,RURAL HEALTH CENTER,RHC KIRRI SHAMOZAI,D I KHAN,KHYBER PAKHTUNKHWA,31.410475272500001,70.485067538400003
784,BASIC HEALTH UNIT,BHU POTAH,D I KHAN,KHYBER PAKHTUNKHWA,31.452040647499999,70.379618163600000
785,BASIC HEALTH UNIT,BHU RAMAK,D I KHAN,KHYBER PAKHTUNKHWA,31.412945391200001,70.818599417000001
786,DISPENSARY,CIVIL DISPENSARY MIRAN,D I KHAN,KHYBER PAKHTUNKHWA,31.398869927600000,70.706130869800006
787,DISPENSARY,CIVIL DISPENSARY NAWALA,D I KHAN,KHYBER PAKHTUNKHWA,31.630217222300001,70.784090487800000
788,BASIC HEALTH UNIT,BHU JHOCK KANARA,D I KHAN,KHYBER PAKHTUNKHWA,31.555185866399999,70.762114892000000
789,RURAL HEALTH CENTER,RHC PAROA,D I KHAN,KHYBER PAKHTUNKHWA,31.545637344900001,70.761140202400000
790,BASIC HEALTH UNIT,BHU DARABAN KURD,D I KHAN,KHYBER PAKHTUNKHWA,31.694570492400000,70.799195441899997
791,MEDICAL STORES,BAB UL MADINA MEDICAL CENTER,HANGU,KHYBER PAKHTUNKHWA,33.525203339999997,71.054458380300005
792,GENERAL HOSPITALS,AL SHAFA HOSPITAL IBRAHIMZAI PVT,HANGU,KHYBER PAKHTUNKHWA,33.558873358900001,71.151139260999997
793,GENERAL PHYSICIAN,ASMA HAMID CLINIC,HANGU,KHYBER PAKHTUNKHWA,33.535607600699997,71.060880011899997
794,MATERNITY HOME,JAMILA MATERNITY HOME,HANGU,KHYBER PAKHTUNKHWA,33.538966754599997,71.070529115400007
795,MATERNITY HOME,MATERNITY HOME,HANGU,KHYBER PAKHTUNKHWA,33.531594980500003,71.064230052200003
796,GENERAL PHYSICIAN,DR. ABDUR REHMAN CLINIC,HANGU,KHYBER PAKHTUNKHWA,33.536995546999997,71.070692274600006
797,GENERAL PHYSICIAN,DR. MUSARAT CLINIC,HANGU,KHYBER PAKHTUNKHWA,33.536763915199998,71.072652035600001
798,GENERAL HOSPITALS,AL-ZAHRA HOSPITAL,HANGU,KHYBER PAKHTUNKHWA,33.533783100699999,71.059052409900005
799,GENERAL HOSPITALS,BABUL ISLAM HOSPITAL,HANGU,KHYBER PAKHTUNKHWA,33.519016846000000,71.048633534499999
800,GENERAL PHYSICIAN,MUSTAKEEM CLINIC,HANGU,KHYBER PAKHTUNKHWA,33.530886620499999,71.060123238200006
801,GENERAL PHYSICIAN,ALI MOHSIN CLINIC,HANGU,KHYBER PAKHTUNKHWA,33.531375086399997,71.058142622500000
802,DAWAKHANA,SHARAKO MULA DAWAKHANA,HANGU,KHYBER PAKHTUNKHWA,33.530955617200000,71.060276758699999
803,VETERINARY,ANIMAL HOSPITAL,HANGU,KHYBER PAKHTUNKHWA,33.531336038200003,71.060934873199997
804,GENERAL PHYSICIAN,NAWAB HUSSAIN CLINIC,HANGU,KHYBER PAKHTUNKHWA,33.534638923999999,71.063873830999995
805,GENERAL PHYSICIAN,DR. HAYAT CLINIC,HANGU,KHYBER PAKHTUNKHWA,33.533105579400001,71.062772471599999
806,GENERAL PHYSICIAN,DR. FIDA MUHAMMAD,HANGU,KHYBER PAKHTUNKHWA,33.533918438299999,71.063103924700002
807,GENERAL PHYSICIAN,WALI SHAH CLINIC,HANGU,KHYBER PAKHTUNKHWA,33.494722836299999,71.027635670199999
808,GENERAL PHYSICIAN,DR JAMILA REHMAN CLINIC,HANGU,KHYBER PAKHTUNKHWA,33.537965472600000,71.067890357899998
809,DISTRICT HEADQUARTER HOSPITAL,DHQ HOSPITAL HANGU,HANGU,KHYBER PAKHTUNKHWA,33.533946888400003,71.063649373700002
810,BASIC HEALTH UNIT,BHU IBRAHIM ZAI,HANGU,KHYBER PAKHTUNKHWA,33.556648362399997,71.154399562300000
811,BASIC HEALTH UNIT,BHU SHAHU KHEL,HANGU,KHYBER PAKHTUNKHWA,33.587806074699998,71.121717541500004
812,BASIC HEALTH UNIT,BHU DARBAND,HANGU,KHYBER PAKHTUNKHWA,33.518310694800000,70.989970974700000
813,BASIC HEALTH UNIT,BHU BILYAMINA,HANGU,KHYBER PAKHTUNKHWA,33.505018291699997,70.908759062300007
814,BASIC HEALTH UNIT,BHU MOHAMMAD KHAWAJA,HANGU,KHYBER PAKHTUNKHWA,33.442391563199998,70.910055592099994
815,BASIC HEALTH UNIT,BHU TOGH SERAI,HANGU,KHYBER PAKHTUNKHWA,33.449374329599998,70.979955003100002
816,BASIC HEALTH UNIT,BHU KAHI,HANGU,KHYBER PAKHTUNKHWA,33.475029472199999,70.861133908799999
817,GENERAL HOSPITALS,F.C HOSPITAL HANGU,HANGU,KHYBER PAKHTUNKHWA,33.535849641799999,71.078283258200003
818,GENERAL HOSPITALS,POLICE HOSPITAL HANGU,HANGU,KHYBER PAKHTUNKHWA,33.539145366699998,71.080335967200000
819,VETERINARY,ANIMAL HOSPITAL,HANGU,KHYBER PAKHTUNKHWA,33.531459318200000,71.061047070200004
820,DISTRICT HEADQUARTER HOSPITAL,NEW DHQ HOSPITAL HANGU,HANGU,KHYBER PAKHTUNKHWA,33.502979276500000,71.037947975799995
821,MCH CENTRE,GOVT. MCH CTR HANGU,HANGU,KHYBER PAKHTUNKHWA,33.528270742399997,71.052744432099999
822,TB,TB CLINIC DHQ HOSPITAL HANGU,HANGU,KHYBER PAKHTUNKHWA,33.533163045700000,71.063995569100001
823,BASIC HEALTH UNIT,BHU MANJI KHEL,HANGU,KHYBER PAKHTUNKHWA,33.462386834999997,70.963196486000001
824,GENERAL PHYSICIAN,AYESHA CLINIC,HANGU,KHYBER PAKHTUNKHWA,33.366406569900001,70.551439267800006
825,GENERAL PHYSICIAN,DR. ZAKIR CLINIC,HANGU,KHYBER PAKHTUNKHWA,33.365652774499999,70.546106124299996
826,GENERAL PHYSICIAN,DR. SANA ULLAH CLINIC,HANGU,KHYBER PAKHTUNKHWA,33.365957515500000,70.548819879099995
827,GENERAL PHYSICIAN,DR. MUSHTAQ CLINIC,HANGU,KHYBER PAKHTUNKHWA,33.365467922800001,70.550339800399996
828,GENERAL PHYSICIAN,DR. ASLAM CLINIC,HANGU,KHYBER PAKHTUNKHWA,33.364628613299999,70.547173190400002
829,GENERAL PHYSICIAN,DR. FIDA MUHAMMAD CLINIC,HANGU,KHYBER PAKHTUNKHWA,33.364535572500003,70.550948909799999
830,GENERAL HOSPITALS,FAIZAN HOSPITAL,HANGU,KHYBER PAKHTUNKHWA,33.418068950900000,70.689671491799999
831,BASIC HEALTH UNIT,BHU SAROZAI,HANGU,KHYBER PAKHTUNKHWA,33.426411725100003,70.785226627800000
832,BASIC HEALTH UNIT,BHU DARSAMAND,HANGU,KHYBER PAKHTUNKHWA,33.437881089900003,70.662749735600002
833,BASIC HEALTH UNIT,BHU DALAN,HANGU,KHYBER PAKHTUNKHWA,33.360492026099998,70.635753265999995
834,GENERAL HOSPITALS,CIVIL HOSPITAL THALL,HANGU,KHYBER PAKHTUNKHWA,33.367556738600001,70.554251826799998
835,BASIC HEALTH UNIT,BHU KAR BOGHA SHARIF,HANGU,KHYBER PAKHTUNKHWA,33.358065054400001,70.763143631399998
836,RURAL HEALTH CENTER,RHC NARYAB,HANGU,KHYBER PAKHTUNKHWA,33.487439131099997,70.793284137800001
837,SUB-HEALTH CENTER,SHC DOABA,HANGU,KHYBER PAKHTUNKHWA,33.425799359300001,70.736520245899996
838,SUB-HEALTH CENTER,SHC TORA WARAI,HANGU,KHYBER PAKHTUNKHWA,33.483650295799997,70.709967195999994
839,MCH CENTRE,GOVT. MCH CTR THALL,HANGU,KHYBER PAKHTUNKHWA,33.370209207300000,70.545390277600006
840,BASIC HEALTH UNIT,BHU SHINAWARI,HANGU,KHYBER PAKHTUNKHWA,33.519114460799997,70.806871978199993
841,TB,TB CLINIC CIVIL HOSPITAL THALL,HANGU,KHYBER PAKHTUNKHWA,33.368581714000001,70.554715302899993
842,TB,TB CLINIC SHC DOUBA,HANGU,KHYBER PAKHTUNKHWA,33.425738308800000,70.736373745899996
843,TB,TB CLINIC RHC NARYANE,HANGU,KHYBER PAKHTUNKHWA,33.488031069100003,70.792781782500001
844,GENERAL PHYSICIAN,ALI CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.021439663000002,72.658722832899997
845,DIAGNOSTIC CENTRE,IMRAN MEDICAL STORE & X-RAY CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.016825041799997,72.657145268700006
846,GENERAL PHYSICIAN,SHAMEEM CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.031806000899998,72.655829898500002
847,GENERAL HOSPITALS,SHER KHAN SURGICAL HOSPITAL,HARIPUR,KHYBER PAKHTUNKHWA,33.989804421800002,72.615616408600005
848,GENERAL PHYSICIAN,GARIB NAWAZ CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.003864277799998,72.661516754999994
849,GENERAL HOSPITALS,AL HAMZA HOSPITAL,HARIPUR,KHYBER PAKHTUNKHWA,34.019489818899999,72.684730804500006
850,MEDICAL STORES,HAYAT MEDICAL STORE,HARIPUR,KHYBER PAKHTUNKHWA,33.980239475499999,72.594938798599998
851,MEDICAL STORES,KHAWAJA MEDICAL STORE,HARIPUR,KHYBER PAKHTUNKHWA,33.989903011899997,72.615492569799997
852,MEDICAL STORES,HAMZA MEDICAL STORE,HARIPUR,KHYBER PAKHTUNKHWA,34.020089088799999,72.660420512200005
853,GENERAL PHYSICIAN,DR. OMER WARIS CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.006762321399997,72.664604497400006
854,GENERAL HOSPITALS,SHER KHAN SURGICAL HOSPITAL,HARIPUR,KHYBER PAKHTUNKHWA,33.990006000000001,72.615562999999995
855,GENERAL PHYSICIAN,SHAMEEM CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.031829999999999,72.655855000000003
856,GENERAL HOSPITALS,OLD WAPDA HOSPITAL,HARIPUR,KHYBER PAKHTUNKHWA,34.056296868399997,72.691713317600005
857,GENERAL HOSPITALS,WAPDA HOSPITAL,HARIPUR,KHYBER PAKHTUNKHWA,34.030440387399999,72.668183709100006
858,SUB-HEALTH CENTER,SHC QAZIPUR,HARIPUR,KHYBER PAKHTUNKHWA,33.993038195600001,72.603536462600005
859,SUB-HEALTH CENTER,SHC JHAMRA,HARIPUR,KHYBER PAKHTUNKHWA,33.885145183600002,72.624272552899996
860,RURAL HEALTH CENTER,RHC GHAZI,HARIPUR,KHYBER PAKHTUNKHWA,34.020710692599998,72.656030431199994
861,BASIC HEALTH UNIT,BHU KOTOHARA,HARIPUR,KHYBER PAKHTUNKHWA,33.969323453900003,72.669865826700004
862,BASIC HEALTH UNIT,BHU SALAM KHUND,HARIPUR,KHYBER PAKHTUNKHWA,34.008094632999999,72.723858542399995
863,BASIC HEALTH UNIT,BHU KUNDI,HARIPUR,KHYBER PAKHTUNKHWA,34.032986942900003,72.718097056999994
864,RURAL HEALTH CENTER,RHC SERI KOT,HARIPUR,KHYBER PAKHTUNKHWA,34.043266076300000,72.773065324800001
865,BASIC HEALTH UNIT,BHU BUTTGALI,HARIPUR,KHYBER PAKHTUNKHWA,34.329057276900002,72.818142169799998
866,BASIC HEALTH UNIT,BHU DHENDA,HARIPUR,KHYBER PAKHTUNKHWA,34.321982914199999,72.773028485599994
867,BASIC HEALTH UNIT,BHU BURG (GADOON AREA),HARIPUR,KHYBER PAKHTUNKHWA,34.215277539500001,72.782658557199994
868,DISPENSARY,CIVIL DISPY. GHAZI HAMLET,HARIPUR,KHYBER PAKHTUNKHWA,34.003630682699999,72.664709268600006
869,TEHSIL HEADQUARTER HOSPITAL,THQ HOSPITAL GHAZI,HARIPUR,KHYBER PAKHTUNKHWA,34.021401268500000,72.660898787299999
870,MEDICAL STORES,SHIFA MEDICAL STORE,HARIPUR,KHYBER PAKHTUNKHWA,33.994059483999997,72.933096665799994
871,GENERAL PHYSICIAN,DR. MUSSARAT'S CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,33.967887998800002,72.926510331700001
872,MEDICAL STORES,HEALTH CENTER RAKRAN,HARIPUR,KHYBER PAKHTUNKHWA,33.861065769900001,72.914483826600005
873,GENERAL HOSPITALS,KOT NAJIBULLAH HOSPITAL,HARIPUR,KHYBER PAKHTUNKHWA,33.928814449500003,72.860590903900004
874,MEDICAL STORES,KHAN MEDICAL STORE,HARIPUR,KHYBER PAKHTUNKHWA,33.958941760099997,72.887082231700006
875,GENERAL PHYSICIAN,ZAMAN CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,33.959702972099997,72.883252547900000
876,GENERAL PHYSICIAN,ZAHEEM CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,33.999854538699999,72.915894656600003
877,GENERAL PHYSICIAN,CLINIC PLUS,HARIPUR,KHYBER PAKHTUNKHWA,33.996926180199999,72.922945352300005
878,GENERAL PHYSICIAN,SABIRA CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,33.996690312699997,72.924818582300006
879,GENERAL PHYSICIAN,RUKSANA CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,33.997208553199997,72.925779723999995
880,GENERAL HOSPITALS,SADIA HOSPITAL,HARIPUR,KHYBER PAKHTUNKHWA,33.994785903999997,72.926809863399995
881,GENERAL HOSPITALS,SHAH FAISAL HOSPITAL,HARIPUR,KHYBER PAKHTUNKHWA,33.994812816400000,72.927000371999995
882,GENERAL HOSPITALS,PRIVATE HOSPITAL,HARIPUR,KHYBER PAKHTUNKHWA,33.995240985999999,72.928444108799994
883,GENERAL PHYSICIAN,NUSRAT CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,33.995289163000002,72.929788936799994
884,GENERAL PHYSICIAN,RUKHTJ BIBI CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,33.994373902100001,72.930597935700007
885,CLINICAL LABORATORIES,PAK. CLINICAL LABORATORY,HARIPUR,KHYBER PAKHTUNKHWA,33.994710650800002,72.931562175600007
886,GENERAL HOSPITALS,AL-GHAZI HOSPITAL,HARIPUR,KHYBER PAKHTUNKHWA,33.994935661800000,72.932165238500005
887,MATERNITY HOME,MEHAR GENERAL HOSPITAL & MATERNITY HOME,HARIPUR,KHYBER PAKHTUNKHWA,33.995983329600001,72.931898326300001
888,GENERAL HOSPITALS,AL-GHAZI SURGICAL HOSPITAL,HARIPUR,KHYBER PAKHTUNKHWA,33.996839335899999,72.932068069699994
889,GENERAL PHYSICIAN,MUFEED CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,33.998884833399998,72.924997466700006
890,GENERAL PHYSICIAN,BUKHTAWAR CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.004021225999999,72.920575671199998
891,GENERAL PHYSICIAN,MRS.ZULFIQAR CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.002405962300003,72.930264653199998
892,GENERAL PHYSICIAN,MAMOOD CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.003795887999999,72.932731168800004
893,GENERAL PHYSICIAN,GIL NASREEN CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.005014129400003,72.935936864599995
894,GENERAL HOSPITALS,LIFE LINE HOSPITAL,HARIPUR,KHYBER PAKHTUNKHWA,33.994800263499997,72.945537636799997
895,GENERAL HOSPITALS,ABDULLAH SURGICAL HOSPITAL,HARIPUR,KHYBER PAKHTUNKHWA,33.995088701199997,72.944703681400000
896,GENERAL HOSPITALS,MOTHER CARE HOSPITAL,HARIPUR,KHYBER PAKHTUNKHWA,33.996001930299997,72.942376482900002
897,GENERAL PHYSICIAN,ALI HEALTH CENTER,HARIPUR,KHYBER PAKHTUNKHWA,34.001582067699999,72.838530011100005
898,VETERINARY,AL-HAMEED VETERINARY CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,33.957668699800003,72.880985924300006
899,GENERAL PHYSICIAN,AL-SHAFI CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,33.961522689900001,72.884386169300001
900,GENERAL PHYSICIAN,GHANI WELFARE CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,33.840910841199999,72.843578725000000
901,GENERAL PHYSICIAN,MADINA MEDICAL HALL & CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,33.846801728999999,72.847983001599999
902,GENERAL PHYSICIAN,FAZAL CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,33.982922574200003,72.937542909000001
903,GENERAL PHYSICIAN,RUKSANA CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,33.983734009899997,72.940790338599996
904,HOMEOPATHIC,HOMEO LADY DOCTOR CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,33.934575461800002,72.857877455199997
905,GENERAL PHYSICIAN,SHERYAR CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,33.969754260000002,72.986428163499994
906,GENERAL PHYSICIAN,FARHAT NASEEM CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,33.977858200100002,72.991551990399998
907,GENERAL PHYSICIAN,NAZAKAT CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,33.979608231199997,73.049406727000004
908,GENERAL PHYSICIAN,ANJUM SHAHEEN CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,33.991076511700001,73.048988753600000
909,GENERAL PHYSICIAN,MRS ROBINA SHAKEEL CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.015053549100003,73.095472218500007
910,GENERAL PHYSICIAN,TAJ CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.017987687599998,73.099216086300004
911,GENERAL PHYSICIAN,ALI CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,33.984810704399997,73.002744466600006
912,GENERAL PHYSICIAN,SHAMS UN NISA CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,33.988484832799998,72.989342186399995
913,GENERAL PHYSICIAN,KHAN CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,33.985539782499998,72.985633000999997
914,GENERAL PHYSICIAN,AWAMI HEALTH CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,33.994663471599999,72.937711434600004
915,GENERAL PHYSICIAN,HASHMI CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,33.992502012599999,72.931530733499997
916,GENERAL PHYSICIAN,FAKHAR MEHMOOD CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,33.994300403099999,72.935522551500000
917,GENERAL PHYSICIAN,AIMAN HEALTH CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,33.995945628500003,72.935557396400000
918,GENERAL PHYSICIAN,JAHANGIRI CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,33.994972747699997,72.929250259000000
919,GENERAL PHYSICIAN,NUSRAT CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,33.995418919199999,72.929853376899999
920,GENERAL PHYSICIAN,SURGICAL CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,33.995535414499997,72.929889277900003
921,GENERAL PHYSICIAN,RASHEED CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,33.996305192999998,72.929930800899996
922,GENERAL PHYSICIAN,DR MEHBOOB CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,33.997024934099997,72.933494132899995
923,HOMEOPATHIC,HAZARA HOMEOPATHIC CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,33.996989755400001,72.933344500199993
924,GENERAL PHYSICIAN,HASSAN CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,33.997066996999997,72.932804623699994
925,HOMEOPATHIC,ALI HOMEOPATHIC CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,33.997181859500003,72.932835235400006
926,HOMEOPATHIC,SYED MASOOD HOMEOPATHIC CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,33.997208508400000,72.933050493099998
927,GENERAL PHYSICIAN,DR HAFIZ CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,33.999112483899999,72.932751427100001
928,SPECIALIST,VIDAL BEAUTY CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,33.997594455300003,72.929964424299996
929,GENERAL PHYSICIAN,REHMANIA CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,33.999186208300003,72.930743838100000
930,HOMEOPATHIC,AL-HUDA HOMEOPATHIC CLINIC & STORE,HARIPUR,KHYBER PAKHTUNKHWA,33.999486154499998,72.930085562700000
931,HOMEOPATHIC,AWAIS HOMEOPATHIC CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,33.999361901900002,72.929904845400003
932,HOMEOPATHIC,AZEEM HOMEO CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,33.999377659200000,72.929820425499997
933,HOMEOPATHIC,AL-QURESH HOMEO CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,33.999459789299998,72.929243020300007
934,GENERAL PHYSICIAN,SHAZIA CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,33.997380186900003,72.935030499299998
935,OPTICS,DR M ARIF EYE CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,33.998014509199997,72.935954985500004
936,GENERAL PHYSICIAN,IFFAT CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,33.999181596600003,72.939309605800005
937,GENERAL PHYSICIAN,DR DILAWAR RIAZ CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.000492209299999,72.936032713900005
938,CHILDREN HOSPITAL,BABY HEALTH CARE CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.000771484099999,72.935880863899996
939,OPTICS,AA EYE CLINIC & OPTICS,HARIPUR,KHYBER PAKHTUNKHWA,34.000685687100002,72.935463157399994
940,OPTICS,AFTAB EYE CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.000881890099997,72.935909895600005
941,GENERAL PHYSICIAN,DR TAHIR MUSHTAQ CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.000927296599997,72.936051770099994
942,GENERAL PHYSICIAN,MOHAMMAD IRSHAD CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.001008155699999,72.935812868900001
943,GENERAL PHYSICIAN,DR JAVED SARWAR CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.001106587199999,72.936116576299995
944,GENERAL PHYSICIAN,DR KAMRAN AZIZ CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.001027494399999,72.935460345699994
945,SPECIALIST,PSYCHIATRIST CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.001074613599997,72.935622209200005
946,GENERAL PHYSICIAN,DR SHOAIB CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.001138506099998,72.935632284899995
947,GENERAL PHYSICIAN,DR ZAFAR CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.001180845699999,72.935715537999997
948,GENERAL PHYSICIAN,DR IQBAL CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.001218802499999,72.935589954299999
949,GENERAL PHYSICIAN,DR ASLAM CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.001244768900001,72.935593234999999
950,ROUTINE TEST LABORATORIES,HAZARA CLINIC LABORATORY,HARIPUR,KHYBER PAKHTUNKHWA,34.001278876400001,72.935593222199998
951,OPTICS,ALI EYE CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.001280948000002,72.935361574799998
952,GENERAL PHYSICIAN,PAIN CLINIC CENTRE,HARIPUR,KHYBER PAKHTUNKHWA,34.001326102999997,72.935405012999993
953,OPTICS,EYE SPECIALIST CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.001517792300000,72.935356461799998
954,GENERAL PHYSICIAN,DR. ABID AMEEN CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.001317734600001,72.935011757100000
955,GENERAL PHYSICIAN,DR. ALI ABBAS CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.001436022900002,72.934819865099996
956,ROUTINE TEST LABORATORIES,HARMONES CLINIC LAB,HARIPUR,KHYBER PAKHTUNKHWA,34.001434543899997,72.934771012900001
957,GENERAL PHYSICIAN,DR SHEHZAD CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.000474407600002,72.933480825600000
958,HOMEOPATHIC,SARFARAZ HOMEO CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.001364847300003,72.933517663700002
959,GENERAL PHYSICIAN,AL-QAZI CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.001328267200002,72.932620177999993
960,HOMEOPATHIC,AL-SHIFFA HOMEO CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.001398387700000,72.931810739900001
961,SPECIALIST,HAIDER CHEST CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.001698808900002,72.933824919599999
962,GENERAL PHYSICIAN,DR MUNAWAR CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.001738153100000,72.933833539099993
963,OPTICS,HARIPUR EYE CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.005396763000000,72.933905614300002
964,SPECIALIST,WAQAS HERBAL CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.007694017699997,72.934451370000005
